name,age,gender,course,year,attendance,gpa_sem1,gpa_sem2,gpa_sem3,gpa_sem4,gpa_sem5,backlog_count,event_participation,dropout_thought,avg_gpa,event_score,has_backlog,risk_probability,predicted_risk_probability,risk_level
Priya Agarwal,20,Female,BCom,1st Year,55,7.4,6.5,5.9,8.9,5.7,2.0,never,1,6.9,0,1,0.6849356184530421,0.68,High
Rahul Tiwari,18,Female,BSc CS,2nd Year,94,6.7,8.0,5.9,6.8,7.8,0.0,regularly,0,7.0,3,0,0.16114896299186587,0.16,Low
Neha Chopra,19,Male,BBA,3rd Year,73,8.4,7.4,6.4,6.3,6.1,0.0,never,0,6.9,0,0,0.4497703874898699,0.45,Medium
Simran Desai,19,Male,BSc IT,1st Year,67,6.8,8.7,7.0,6.5,8.5,0.0,regularly,0,7.5,3,0,0.22255905393642872,0.22,Low
Rohan Pandey,21,Male,BA,1st Year,77,7.2,7.0,7.0,5.4,7.0,0.0,occasionally,0,6.7,2,0,0.3315874778641534,0.34,Medium
Sneha Gupta,21,Female,BCom,1st Year,70,9.0,5.5,6.4,7.3,6.6,1.0,regularly,0,6.9,3,1,0.35310802293123633,0.35,Medium
Siddharth Malhotra,18,Male,BA,1st Year,80,7.3,6.6,5.8,7.6,8.6,0.0,occasionally,0,7.2,2,0,0.2622835189242728,0.26,Low
Diya Nair,21,Female,BCom,1st Year,81,5.7,7.0,9.5,7.8,7.0,3.0,regularly,0,7.4,3,1,0.39900051025002253,0.41,Medium
Riya Reddy,18,Female,BCom,3rd Year,73,7.6,8.0,5.3,4.7,5.9,1.0,regularly,0,6.3,3,1,0.42203679803103517,0.42,Medium
Riya Iyer,22,Female,BSc IT,3rd Year,62,6.7,7.8,8.0,6.3,8.7,1.0,occasionally,0,7.5,2,1,0.3853138037638442,0.38,Medium
Kavya Kapoor,18,Male,BCom,1st Year,70,7.6,6.8,8.1,6.5,5.1,1.0,never,0,6.8,0,1,0.544691899030525,0.54,Medium
Priya Pandey,20,Female,BSc IT,1st Year,74,7.6,4.8,6.9,5.6,7.0,1.0,regularly,0,6.4,3,1,0.4024071795179638,0.41,Medium
Pooja Pandey,21,Male,BSc CS,1st Year,65,7.4,6.0,5.6,5.6,7.0,3.0,rarely,0,6.3,1,1,0.7186121199387699,0.72,High
Siddharth Gupta,18,Male,BA,1st Year,82,6.2,7.4,5.3,7.7,7.4,1.0,never,0,6.8,0,1,0.5011855809346579,0.5,Medium
Nisha Tiwari,19,Female,BCom,3rd Year,83,6.6,8.8,9.6,6.5,7.4,0.0,occasionally,0,7.8,2,0,0.17987814028874133,0.18,Low
Krishna Patel,20,Male,BSc IT,2nd Year,66,5.3,7.0,5.4,9.2,8.4,1.0,never,0,7.1,0,1,0.5340967073866194,0.53,Medium
Siddharth Singh,22,Male,BSc CS,2nd Year,73,8.0,7.0,6.4,7.6,5.4,1.0,occasionally,0,6.9,2,1,0.40642915028363885,0.4,Medium
Siddharth Khan,18,Male,BA,1st Year,73,8.1,7.0,7.2,8.3,6.4,1.0,never,0,7.4,0,1,0.4653780352372661,0.47,Medium
Nisha Tiwari,21,Male,BA,1st Year,100,8.2,4.1,8.6,5.9,7.8,0.0,occasionally,0,6.9,2,0,0.20361977368910755,0.21,Low
Aryan Kulkarni,22,Male,BSc IT,1st Year,67,6.2,8.0,8.4,8.2,5.7,2.0,never,0,7.3,0,1,0.5793138637932587,0.57,Medium
Varun Reddy,21,Male,BA,3rd Year,73,5.2,9.9,6.3,4.1,8.0,1.0,never,1,6.7,0,1,0.5512200978479455,0.55,Medium
Rahul Iyer,18,Male,BSc IT,3rd Year,73,9.2,7.1,5.4,7.9,7.5,0.0,regularly,0,7.4,3,0,0.20965272983762046,0.21,Low
Priya Mishra,19,Female,BCom,1st Year,54,7.6,9.4,7.0,6.5,6.7,1.0,rarely,0,7.4,1,1,0.48701863913317534,0.49,Medium
Krishna Kapoor,22,Male,BSc CS,1st Year,73,6.3,7.4,8.5,6.9,5.3,4.0,rarely,0,6.9,1,1,0.695890986583426,0.68,High
Riya Reddy,21,Female,BSc CS,2nd Year,64,4.2,5.9,6.6,10.0,7.8,2.0,regularly,0,6.9,3,1,0.4595101599783893,0.46,Medium
Siddharth Kapoor,20,Male,BSc CS,3rd Year,52,7.6,8.4,6.9,7.1,6.0,0.0,regularly,0,7.2,3,0,0.32996668367500065,0.33,Medium
Manav Joshi,20,Male,BA,2nd Year,60,7.5,6.2,7.4,6.0,7.9,2.0,never,1,7.0,0,1,0.6475523006273074,0.65,High
Anjali Khan,21,Male,BCom,2nd Year,63,8.8,7.5,4.2,6.3,6.8,0.0,occasionally,0,6.7,2,0,0.39352282618483037,0.39,Medium
Kavya Saxena,22,Female,BCom,3rd Year,53,7.4,4.2,7.0,7.4,7.1,0.0,regularly,0,6.6,3,0,0.39260737761503134,0.39,Medium
Sneha Jain,22,Male,BCom,3rd Year,68,7.5,8.4,5.3,6.5,7.2,0.0,never,0,7.0,0,0,0.4661584176246361,0.47,Medium
Akash Verma,18,Female,BBA,3rd Year,77,5.7,6.0,9.6,5.9,7.6,1.0,never,0,6.9,0,1,0.5007803823873697,0.51,Medium
Aisha Kapoor,21,Male,BSc IT,3rd Year,56,6.2,5.1,8.2,8.4,5.0,0.0,never,1,6.6,0,0,0.5660473632079719,0.56,Medium
Pooja Patel,19,Female,BA,1st Year,68,7.6,8.3,4.8,7.0,7.6,4.0,occasionally,0,7.1,2,1,0.6306690278236335,0.6,Medium
Nisha Kulkarni,22,Female,BBA,2nd Year,73,7.2,8.9,7.0,6.6,5.6,0.0,regularly,0,7.1,3,0,0.252633790557373,0.26,Low
Priya Reddy,21,Female,BBA,1st Year,89,6.9,6.4,8.9,4.5,8.8,1.0,never,0,7.1,0,1,0.42850496743404254,0.43,Medium
Simran Gupta,20,Female,BSc IT,3rd Year,73,5.8,6.2,5.6,7.0,5.2,1.0,occasionally,0,6.0,2,1,0.5185640964072394,0.51,Medium
Pooja Jain,20,Female,BSc IT,2nd Year,51,9.0,7.2,6.4,6.5,5.0,3.0,never,1,6.8,0,1,0.7807575712098929,0.77,High
Sneha Agarwal,18,Female,BSc IT,3rd Year,63,6.8,5.0,7.4,4.3,5.1,2.0,rarely,1,5.7,1,1,0.7244049584296306,0.72,High
Sneha Khan,18,Male,BSc CS,1st Year,90,6.6,7.5,5.1,6.4,7.4,0.0,occasionally,0,6.6,2,0,0.2851247111084431,0.27,Low
Aarav Sharma,19,Female,BBA,1st Year,32,7.8,7.2,6.2,6.2,7.2,0.0,never,1,6.9,0,0,0.6329501455713299,0.61,High
Aditya Mehta,20,Female,BBA,1st Year,62,8.3,7.4,7.0,7.9,8.1,0.0,rarely,0,7.7,1,0,0.336704985442867,0.34,Medium
Nisha Verma,21,Female,BBA,1st Year,69,7.7,6.1,8.8,6.2,7.6,0.0,occasionally,0,7.3,2,0,0.3015877780112254,0.3,Low
Arjun Shah,21,Female,BSc CS,1st Year,71,6.9,9.1,7.0,6.9,4.8,0.0,occasionally,0,7.0,2,0,0.33289311762763746,0.33,Medium
Arjun Verma,21,Male,BA,1st Year,60,7.2,5.5,7.4,7.1,8.4,2.0,occasionally,0,7.1,2,1,0.5153975447969507,0.5,Medium
Anjali Gupta,19,Male,BA,1st Year,73,7.8,6.0,5.9,7.4,5.5,2.0,never,0,6.5,0,1,0.6454662784764535,0.64,High
Aarav Saxena,18,Male,BBA,1st Year,79,5.6,7.3,6.4,6.3,6.2,1.0,occasionally,0,6.4,2,1,0.44145631359366094,0.44,Medium
Anjali Shah,22,Male,BCom,2nd Year,74,8.7,6.7,5.4,6.4,6.8,3.0,rarely,0,6.8,1,1,0.6203139538373802,0.62,High
Aryan Patel,19,Female,BSc CS,2nd Year,74,5.3,5.9,6.4,8.6,9.3,2.0,never,0,7.1,0,1,0.5705045472281417,0.57,Medium
Ananya Iyer,19,Female,BSc IT,3rd Year,94,7.9,6.1,5.8,6.7,7.0,1.0,rarely,0,6.7,1,1,0.39819011315544617,0.4,Medium
Aarav Sharma,20,Female,BSc IT,2nd Year,52,5.7,7.0,7.0,6.4,7.7,2.0,occasionally,0,6.8,2,1,0.5880631509439624,0.58,Medium
Aisha Malhotra,19,Female,BSc CS,2nd Year,74,6.5,8.5,7.4,7.4,5.8,1.0,never,0,7.1,0,1,0.4928564996848456,0.49,Medium
Diya Joshi,18,Male,BSc IT,1st Year,65,5.6,8.7,8.0,7.8,8.1,3.0,never,1,7.6,0,1,0.6229102260107453,0.62,High
Karan Sharma,22,Female,BCom,3rd Year,73,5.7,7.0,7.2,4.5,6.2,0.0,regularly,0,6.1,3,0,0.36656961911336555,0.37,Medium
Neha Chopra,22,Male,BSc IT,3rd Year,68,6.5,7.0,7.0,7.8,7.9,0.0,regularly,0,7.2,3,0,0.2501575772128341,0.25,Low
Vikram Nair,22,Female,BCom,1st Year,100,5.0,7.1,7.7,6.6,7.0,0.0,occasionally,0,6.7,2,0,0.23459495152624776,0.23,Low
Anjali Singh,22,Female,BBA,3rd Year,94,6.9,6.0,5.5,5.2,5.3,0.0,never,1,5.8,0,0,0.4920611099438723,0.47,Medium
Simran Shah,21,Female,BSc CS,2nd Year,73,7.7,7.6,7.4,7.0,6.9,1.0,occasionally,0,7.3,2,1,0.3564846774919712,0.35,Medium
Rahul Tiwari,20,Female,BSc IT,3rd Year,58,5.5,6.8,6.4,7.2,7.8,3.0,regularly,1,6.7,3,1,0.5824804154035478,0.59,Medium
Siddharth Desai,21,Male,BBA,2nd Year,72,5.7,7.1,6.0,8.4,7.9,0.0,rarely,0,7.0,1,0,0.37740492841492335,0.38,Medium
Rohan Bansal,20,Female,BSc CS,1st Year,63,9.1,5.7,7.4,8.5,6.0,1.0,never,1,7.3,0,1,0.5164330521955758,0.51,Medium
Aisha Singh,18,Female,BSc IT,1st Year,67,6.1,8.2,8.4,7.3,7.0,0.0,occasionally,0,7.4,2,0,0.29516463066902776,0.3,Low
Yash Agarwal,19,Male,BBA,2nd Year,84,9.8,7.0,7.1,7.1,6.9,0.0,rarely,0,7.6,1,0,0.25791637902572256,0.26,Low
Siddharth Gupta,20,Female,BSc IT,1st Year,94,5.9,7.0,7.2,7.4,7.8,0.0,rarely,0,7.1,1,0,0.2745895488789505,0.27,Low
Pooja Desai,19,Female,BSc IT,3rd Year,74,7.5,6.2,6.3,5.7,6.9,1.0,never,1,6.5,0,1,0.5671729147282168,0.56,Medium
Rahul Kulkarni,18,Male,BSc IT,2nd Year,100,8.3,7.8,5.3,6.7,4.5,1.0,rarely,0,6.5,1,1,0.38863042891016586,0.39,Medium
Simran Jain,19,Male,BBA,1st Year,76,5.7,5.6,7.0,8.9,7.0,2.0,never,0,6.8,0,1,0.5949815409550682,0.6,Medium
Aditya Malhotra,19,Female,BSc IT,1st Year,81,6.2,7.0,7.8,8.5,8.0,0.0,never,0,7.5,0,0,0.34272293423777644,0.35,Medium
Siddharth Gupta,19,Male,BSc CS,3rd Year,78,6.5,7.0,8.4,8.6,5.5,0.0,rarely,0,7.2,1,0,0.3288561395083589,0.33,Medium
Riya Bansal,22,Female,BCom,2nd Year,54,7.9,7.5,7.9,6.1,4.7,2.0,rarely,0,6.8,1,1,0.6373773148842933,0.64,High
Sneha Gupta,20,Female,BCom,1st Year,73,5.2,3.7,7.0,6.7,6.4,0.0,rarely,0,5.8,1,0,0.521805684785545,0.5,Medium
Harsh Jain,21,Male,BCom,1st Year,89,8.1,6.8,7.0,8.3,3.5,1.0,never,0,6.7,0,1,0.47469760182489407,0.47,Medium
Rahul Malhotra,22,Male,BBA,1st Year,73,7.4,7.0,6.6,7.7,5.4,0.0,never,0,6.8,0,0,0.4606957409130474,0.46,Medium
Harsh Kulkarni,18,Male,BBA,1st Year,60,8.1,6.4,5.6,6.7,5.9,0.0,never,0,6.5,0,0,0.5499894948524776,0.55,Medium
Arjun Nair,20,Female,BSc CS,3rd Year,74,8.3,6.2,7.2,6.7,5.2,0.0,rarely,0,6.7,1,0,0.40692439295254673,0.41,Medium
Aditya Verma,20,Male,BBA,2nd Year,88,5.8,7.0,5.8,5.6,7.1,1.0,occasionally,0,6.3,2,1,0.41442806975417956,0.41,Medium
Karan Sharma,19,Female,BCom,1st Year,83,7.5,7.5,7.2,6.1,7.0,0.0,never,0,7.1,0,0,0.38318275955218045,0.38,Medium
Vikram Sharma,18,Female,BSc IT,2nd Year,72,5.1,9.3,6.3,7.0,8.4,1.0,never,0,7.2,0,1,0.49125071284929606,0.49,Medium
Shreya Malhotra,22,Female,BA,3rd Year,92,4.6,7.8,7.1,7.4,6.3,1.0,occasionally,0,6.6,2,1,0.35087192724434974,0.35,Medium
Meera Sharma,22,Female,BBA,3rd Year,75,8.1,7.6,5.7,7.6,7.2,0.0,never,0,7.2,0,0,0.39955578233334316,0.4,Medium
Ananya Singh,22,Male,BBA,2nd Year,61,7.3,7.2,6.6,6.0,3.3,0.0,never,1,6.1,0,0,0.6024101809886845,0.6,Medium
Siddharth Gupta,21,Male,BA,2nd Year,69,6.6,6.8,7.4,6.2,6.4,1.0,never,0,6.7,0,1,0.5718251943452292,0.57,Medium
Varun Kapoor,19,Female,BSc IT,2nd Year,58,6.8,6.4,7.0,7.4,7.6,2.0,occasionally,0,7.0,2,1,0.5308100969475044,0.52,Medium
Vivaan Mishra,21,Female,BA,1st Year,63,8.8,7.6,6.4,10.0,6.4,0.0,occasionally,0,7.9,2,0,0.2621034306810338,0.26,Low
Karan Saxena,19,Female,BSc CS,2nd Year,72,8.6,6.9,5.7,7.8,7.5,1.0,never,0,7.3,0,1,0.482486418344989,0.48,Medium
Aryan Kapoor,19,Male,BSc CS,1st Year,70,8.9,7.3,6.8,8.5,6.3,1.0,never,0,7.5,0,1,0.46224149833418376,0.46,Medium
Priya Pandey,21,Male,BBA,1st Year,71,8.0,7.0,7.4,6.7,7.9,1.0,occasionally,0,7.4,2,1,0.3520575081790077,0.35,Medium
Ishaan Mishra,21,Male,BBA,1st Year,78,4.8,7.0,5.9,7.7,7.9,3.0,occasionally,0,6.6,2,1,0.5635261278026232,0.56,Medium
Harsh Saxena,19,Female,BSc IT,1st Year,66,8.2,7.5,6.2,8.2,7.6,1.0,never,0,7.5,0,1,0.4793498814419064,0.49,Medium
Ishaan Kulkarni,21,Male,BA,2nd Year,73,6.4,7.0,5.3,8.4,7.2,1.0,rarely,0,6.8,1,1,0.47234144730918154,0.47,Medium
Rahul Singh,18,Female,BA,2nd Year,69,6.7,6.6,7.3,4.4,7.0,2.0,occasionally,0,6.4,2,1,0.5594141129153285,0.55,Medium
Tanvi Chopra,20,Male,BSc CS,2nd Year,82,8.5,5.0,9.0,6.0,7.4,1.0,rarely,0,7.2,1,1,0.3935378335384337,0.39,Medium
Arjun Tiwari,18,Female,BA,2nd Year,78,9.0,6.1,4.6,7.6,9.7,1.0,occasionally,0,7.4,2,1,0.3216826244859982,0.33,Medium
Siddharth Joshi,19,Female,BSc IT,1st Year,73,7.4,7.4,7.0,5.6,5.7,1.0,occasionally,0,6.6,2,1,0.4393252693819972,0.44,Medium
Vikram Khan,22,Female,BCom,3rd Year,64,6.6,6.6,6.3,8.1,7.1,0.0,occasionally,0,6.9,2,0,0.3676351412191974,0.37,Medium
Karan Reddy,21,Male,BSc CS,2nd Year,54,8.7,7.4,7.0,5.2,8.6,0.0,rarely,0,7.4,1,0,0.4167842242698922,0.43,Medium
Diya Khan,19,Male,BCom,1st Year,69,7.4,9.2,6.2,7.4,7.0,1.0,occasionally,0,7.4,2,1,0.35505897889966076,0.35,Medium
Harsh Khan,18,Female,BSc CS,2nd Year,73,6.7,5.4,5.3,6.1,6.4,2.0,regularly,0,6.0,3,1,0.5330912146952005,0.52,Medium
Meera Sharma,19,Male,BA,3rd Year,72,9.1,7.0,7.0,7.1,9.2,1.0,regularly,0,7.9,3,1,0.23210373082810568,0.25,Low
Anjali Singh,18,Female,BSc IT,3rd Year,58,8.3,7.6,5.3,6.8,6.7,0.0,occasionally,0,6.9,2,0,0.39370291442806976,0.39,Medium
Harsh Agarwal,22,Male,BCom,2nd Year,88,6.6,7.4,7.6,9.3,4.5,1.0,rarely,0,7.1,1,1,0.37764504607257543,0.38,Medium
Vivaan Mishra,19,Male,BBA,1st Year,73,6.7,7.7,5.6,7.8,5.6,0.0,rarely,0,6.6,1,0,0.42119638622925226,0.42,Medium
Sneha Khan,20,Female,BCom,1st Year,93,6.5,8.2,4.9,6.0,7.4,0.0,regularly,0,6.6,3,0,0.216180928655041,0.22,Low
Harsh Agarwal,18,Male,BBA,3rd Year,50,6.2,8.2,7.7,6.8,6.4,0.0,regularly,0,7.1,3,0,0.35055677281868103,0.36,Medium
Vikram Patel,19,Male,BBA,2nd Year,77,8.0,7.0,6.4,7.6,6.5,2.0,never,0,7.1,0,1,0.5562775760122461,0.55,Medium
Kavya Tiwari,22,Male,BBA,1st Year,74,7.2,7.0,7.3,7.0,6.4,1.0,occasionally,0,7.0,2,1,0.3893807965903292,0.39,Medium
Harsh Kapoor,19,Female,BCom,2nd Year,65,6.8,4.4,8.6,6.7,8.6,1.0,occasionally,0,7.0,2,1,0.4268991805984932,0.43,Medium
Tanvi Tiwari,21,Female,BSc IT,3rd Year,53,8.9,7.0,5.3,7.3,6.6,0.0,rarely,0,7.0,1,0,0.46599333673500004,0.48,Medium
Nisha Bansal,18,Female,BSc CS,1st Year,52,7.6,8.5,8.4,8.0,7.1,1.0,occasionally,0,7.9,2,1,0.3769096857460156,0.38,Medium
Diya Joshi,20,Female,BCom,1st Year,65,7.0,5.6,8.5,7.8,7.0,0.0,regularly,0,7.2,3,0,0.2718882252303629,0.27,Low
Sneha Agarwal,20,Female,BA,2nd Year,72,6.6,6.4,6.7,7.3,7.3,0.0,never,0,6.9,0,0,0.459885343818471,0.46,Medium
Krishna Joshi,18,Female,BBA,1st Year,89,6.7,7.2,8.0,6.6,7.0,2.0,occasionally,0,7.1,2,1,0.3845484287300778,0.38,Medium
Yash Joshi,22,Female,BCom,1st Year,52,6.6,7.5,7.2,7.6,7.2,1.0,rarely,0,7.2,1,1,0.5254224570039319,0.52,Medium
Aditya Nair,20,Female,BSc IT,3rd Year,41,6.1,7.6,6.9,6.4,7.0,1.0,never,1,6.8,0,1,0.6769216916288983,0.67,High
Rahul Bansal,18,Male,BA,2nd Year,52,9.9,6.6,4.7,6.2,7.4,1.0,rarely,0,7.0,1,1,0.5494342227691569,0.56,Medium
Diya Patel,18,Female,BA,2nd Year,84,7.0,6.2,9.0,8.1,6.0,1.0,never,0,7.2,0,1,0.4327370411501636,0.44,Medium
Kavya Bansal,20,Female,BCom,3rd Year,73,8.0,4.8,9.3,6.3,7.6,1.0,never,1,7.2,0,1,0.4916709187501876,0.49,Medium
Harsh Mehta,19,Male,BSc IT,1st Year,73,5.6,7.2,8.0,6.1,6.1,2.0,never,0,6.6,0,1,0.6375423957739291,0.64,High
Aditya Iyer,18,Female,BBA,3rd Year,68,5.6,6.3,7.0,7.5,5.4,1.0,never,0,6.4,0,1,0.6140108653240088,0.61,High
Yash Pandey,19,Male,BSc IT,2nd Year,70,6.8,8.5,7.1,7.0,9.3,0.0,rarely,0,7.7,1,0,0.30343368250442704,0.3,Low
Akash Mishra,22,Male,BSc IT,3rd Year,62,8.6,8.2,10.0,5.9,6.3,0.0,regularly,0,7.8,3,0,0.21188882552450694,0.21,Low
Rahul Singh,20,Female,BSc IT,1st Year,74,9.0,6.4,9.7,7.0,8.6,1.0,never,0,8.1,0,1,0.37293273704115015,0.37,Medium
Anjali Pandey,22,Female,BSc IT,1st Year,86,7.0,8.3,8.0,8.3,8.3,1.0,rarely,0,7.9,1,1,0.281057718281958,0.29,Low
Vikram Tiwari,18,Male,BA,3rd Year,77,7.1,7.0,5.9,6.3,5.9,2.0,occasionally,0,6.4,2,1,0.5176636551910435,0.52,Medium
Meera Reddy,20,Female,BBA,3rd Year,95,8.3,5.6,5.5,7.6,7.0,1.0,never,0,6.8,0,1,0.4356334603955938,0.43,Medium
Akash Kulkarni,18,Male,BCom,2nd Year,94,6.1,7.9,7.0,7.6,7.3,2.0,regularly,0,7.2,3,1,0.2895218657141999,0.29,Low
Manav Patel,21,Male,BCom,3rd Year,74,5.6,8.6,7.1,7.5,6.0,1.0,occasionally,0,7.0,2,1,0.3944082600474232,0.39,Medium
Krishna Bansal,18,Female,BA,1st Year,86,6.2,7.3,6.7,7.3,9.0,0.0,regularly,0,7.3,3,0,0.16499084551430193,0.17,Low
Ananya Iyer,22,Male,BSc CS,1st Year,82,5.1,8.7,7.3,8.2,8.3,1.0,regularly,0,7.5,3,1,0.2310382087222738,0.24,Low
Arjun Chopra,21,Male,BSc CS,2nd Year,90,5.5,5.0,5.0,7.7,8.2,2.0,regularly,0,6.3,3,1,0.41828495963021867,0.42,Medium
Meera Chopra,21,Male,BSc CS,1st Year,81,8.3,7.8,6.2,5.1,6.1,4.0,never,1,6.7,0,1,0.7408380106252064,0.72,High
Tanvi Mehta,18,Female,BSc IT,1st Year,73,7.1,8.7,7.0,7.1,7.5,1.0,never,0,7.5,0,1,0.45541315244469793,0.46,Medium
Tanvi Mishra,21,Female,BCom,1st Year,51,7.3,6.5,7.7,5.5,8.6,0.0,occasionally,0,7.1,2,0,0.40038118678152285,0.38,Medium
Yash Sharma,19,Female,BA,3rd Year,55,7.7,7.8,5.7,7.3,6.5,0.0,occasionally,0,7.0,2,0,0.3993006573220879,0.39,Medium
Rahul Agarwal,20,Female,BSc IT,3rd Year,90,7.4,8.0,8.5,6.5,6.5,0.0,regularly,0,7.4,3,0,0.13392562355554213,0.15,Low
Simran Iyer,22,Male,BSc CS,1st Year,61,5.6,6.7,6.2,6.6,9.3,3.0,never,1,6.9,0,1,0.7340246720893239,0.73,High
Simran Joshi,19,Male,BBA,3rd Year,80,6.5,7.4,5.2,4.9,6.2,1.0,never,1,6.1,0,1,0.5926854158537685,0.59,Medium
Harsh Patel,19,Female,BA,2nd Year,52,6.8,8.1,7.5,8.8,6.0,2.0,never,1,7.5,0,1,0.62702224089804,0.62,High
Diya Khan,18,Female,BSc CS,2nd Year,64,8.4,8.4,5.5,6.9,7.9,1.0,occasionally,0,7.4,2,1,0.38487859050934947,0.38,Medium
Manav Shah,20,Female,BSc CS,3rd Year,85,7.3,8.4,6.1,7.6,7.0,0.0,occasionally,0,7.3,2,0,0.2258156496683374,0.22,Low
Tanvi Joshi,20,Male,BSc IT,2nd Year,69,6.7,7.0,6.9,7.0,7.0,1.0,rarely,0,6.9,1,1,0.4783293813968844,0.48,Medium
Aryan Patel,21,Male,BSc CS,2nd Year,65,7.0,5.7,7.0,6.5,8.0,3.0,never,1,6.8,0,1,0.7163910316054866,0.71,High
Akash Kapoor,20,Male,BSc CS,2nd Year,73,7.0,7.0,7.7,9.0,8.7,1.0,rarely,0,7.9,1,1,0.3491610889335774,0.35,Medium
Krishna Joshi,22,Female,BSc CS,3rd Year,74,5.2,7.8,8.0,8.2,7.0,1.0,occasionally,0,7.3,2,1,0.3552390671429,0.36,Medium
Aditya Mehta,19,Female,BA,3rd Year,79,8.2,7.0,6.4,8.1,5.7,1.0,regularly,0,7.1,3,1,0.2952246600834409,0.3,Low
Aditya Kapoor,18,Female,BSc IT,2nd Year,76,6.8,8.5,5.9,6.6,6.1,0.0,rarely,0,6.8,1,0,0.3929525467479063,0.41,Medium
Siddharth Kulkarni,21,Female,BA,3rd Year,51,6.0,9.0,7.9,5.2,6.0,0.0,regularly,0,6.8,3,0,0.3747186121199387,0.38,Medium
Siddharth Shah,22,Female,BSc CS,2nd Year,85,7.3,4.7,6.5,6.8,7.1,0.0,never,0,6.5,0,0,0.4433172254404659,0.44,Medium
Aditya Saxena,21,Female,BSc CS,2nd Year,86,6.4,9.8,7.3,6.1,6.7,0.0,occasionally,0,7.3,2,0,0.22739142179668034,0.23,Low
Priya Agarwal,20,Female,BSc CS,2nd Year,73,5.8,7.0,6.4,6.0,4.7,1.0,rarely,0,6.0,1,1,0.5782333343338235,0.56,Medium
Vikram Kapoor,18,Female,BSc CS,3rd Year,85,8.0,7.9,4.6,6.9,7.0,1.0,regularly,0,6.9,3,1,0.2924482996668367,0.29,Low
Pooja Bansal,22,Male,BCom,2nd Year,57,6.9,5.9,8.5,6.9,7.0,0.0,regularly,0,7.0,3,0,0.3276255365128912,0.33,Medium
Rohan Reddy,18,Female,BCom,2nd Year,82,7.5,4.7,7.0,6.0,7.2,3.0,never,1,6.5,0,1,0.6857760302548248,0.66,High
Simran Joshi,22,Male,BBA,1st Year,100,7.9,6.7,8.3,5.6,6.4,0.0,never,0,7.0,0,0,0.31719542575862175,0.32,Medium
Varun Sharma,22,Male,BCom,1st Year,77,8.5,6.3,7.5,8.3,6.0,1.0,occasionally,0,7.3,2,1,0.33334333823573553,0.33,Medium
Aarav Saxena,18,Female,BCom,2nd Year,89,5.8,6.7,7.3,6.0,4.6,1.0,regularly,0,6.1,3,1,0.37132695020560064,0.37,Medium
Siddharth Sharma,20,Male,BA,3rd Year,75,7.5,7.0,8.7,8.7,8.2,1.0,occasionally,0,8.0,2,1,0.2620434012666207,0.27,Low
Aryan Singh,18,Male,BSc IT,3rd Year,73,6.4,5.8,8.6,6.0,7.0,2.0,rarely,0,6.8,1,1,0.5565627157307079,0.55,Medium
Aryan Mishra,19,Female,BSc CS,3rd Year,57,8.1,7.4,8.3,7.2,8.3,1.0,never,1,7.9,0,1,0.48007023441486335,0.48,Medium
Aarav Mehta,20,Female,BCom,1st Year,75,8.8,9.3,7.0,4.6,6.9,1.0,rarely,0,7.3,1,1,0.40663925323408473,0.41,Medium
Meera Jain,22,Male,BCom,3rd Year,84,6.1,8.6,8.6,4.7,8.2,1.0,never,0,7.2,0,1,0.43227181318846236,0.43,Medium
Ananya Kapoor,19,Male,BSc IT,3rd Year,73,6.7,7.0,6.8,6.7,6.8,0.0,never,0,6.8,0,0,0.46345709397604823,0.46,Medium
Manav Malhotra,20,Male,BA,3rd Year,100,5.2,7.7,7.0,7.1,9.5,1.0,regularly,0,7.3,3,1,0.17276465468079352,0.19,Low
Neha Shah,18,Male,BA,3rd Year,83,7.6,8.1,7.0,9.2,6.0,1.0,never,0,7.6,0,1,0.39484347330191805,0.4,Medium
Aditya Tiwari,19,Male,BSc CS,3rd Year,61,6.0,7.7,7.0,8.1,8.5,1.0,regularly,0,7.5,3,1,0.33206771317945794,0.33,Medium
Ishaan Agarwal,21,Female,BSc IT,1st Year,60,7.1,8.3,7.9,7.4,8.0,1.0,regularly,0,7.7,3,1,0.304619263439085,0.31,Medium
Aisha Mishra,20,Male,BBA,2nd Year,59,7.0,5.2,5.8,6.1,6.2,1.0,regularly,1,6.0,3,1,0.5108653240087642,0.51,Medium
Nisha Singh,21,Female,BSc IT,1st Year,51,6.3,5.1,8.0,6.4,5.0,1.0,regularly,1,6.2,3,1,0.5287991115646666,0.53,Medium
Karan Tiwari,18,Female,BSc CS,2nd Year,100,3.6,7.0,8.9,6.0,6.9,1.0,never,0,6.5,0,1,0.45382237296275174,0.45,Medium
Priya Mehta,18,Male,BCom,1st Year,89,6.6,7.5,7.3,5.7,6.6,2.0,never,0,6.8,0,1,0.5432061710238019,0.54,Medium
Aarav Shah,21,Female,BCom,2nd Year,91,8.4,7.0,7.4,5.0,7.9,2.0,rarely,0,7.2,1,1,0.4295854968934779,0.44,Medium
Aisha Gupta,22,Female,BSc CS,2nd Year,66,6.5,5.4,7.2,7.4,7.2,0.0,never,0,6.8,0,0,0.49918960290542364,0.5,Medium
Arjun Tiwari,21,Female,BSc IT,3rd Year,86,5.6,8.4,7.8,6.4,7.6,1.0,rarely,0,7.1,1,1,0.3749587297775911,0.37,Medium
Harsh Shah,20,Female,BBA,1st Year,86,8.0,7.9,8.8,7.6,8.9,2.0,never,0,8.2,0,1,0.37838040639913556,0.39,Medium
