name,age,gender,course,year,attendance,gpa_sem1,gpa_sem2,gpa_sem3,gpa_sem4,gpa_sem5,backlog_count,event_participation,dropout_thought,avg_gpa,event_score,has_backlog,gpa_trend,risk_probability,predicted_risk_probability
Parth Thomas,20,0,2,0,93.18,7.41,5.99,7.79,5.42,9.04,1.0,never,0,7.13,0,1,1.629999999999999,0.4058888855539214,0.4055460287871919
Tanish Pinto,22,1,1,1,72.58,6.45,8.34,7.04,3.2,6.4,1.0,occasionally,0,6.286,2,1,-0.04999999999999982,0.4799051535252274,0.4701496293500764
Sumit Banerjee,18,0,3,0,78.58,7.4,5.95,8.45,8.49,8.97,0.0,rarely,0,7.851999999999999,1,0,1.5700000000000003,0.24987243749437227,0.27075846650527485
Simran Shinde,20,1,2,2,73.71,5.66,9.66,7.82,5.61,6.83,0.0,never,0,7.116,0,0,1.17,0.42019089353783357,0.4171512736917349
Anjali Chowdhury,18,1,1,2,93.81,8.57,6.05,3.99,8.29,5.5,1.0,occasionally,0,6.4799999999999995,2,1,-3.0700000000000003,0.36103190563376053,0.3610226026673679
Aryan Sawant,18,0,1,1,100.0,6.6,6.995,8.56,6.55,9.25,0.0,regularly,0,7.590999999999999,3,0,2.6500000000000004,0.06471170873728124,0.07232023102066129
Sagar Pandey,19,1,0,0,62.94,7.97,7.29,6.7,6.23,9.38,0.0,occasionally,0,7.514,2,0,1.410000000000001,0.30083741033106215,0.2923289952359413
Nandini Sheikh,18,1,3,2,80.83,7.39,6.03,7.06,6.61,6.59,0.0,occasionally,0,6.736,2,0,-0.7999999999999998,0.3136987123690608,0.3125492322166556
Kunal Bansal,19,0,3,1,96.72,6.31,6.995,7.43,5.02,5.52,0.0,regularly,0,6.255,3,0,-0.79,0.23987753999459732,0.24574210839105765
Kavya Katpara,18,0,1,1,97.4,7.05,8.5,5.95,5.04,7.01,2.0,occasionally,0,6.709999999999999,2,1,-0.040000000000000036,0.39229222318936285,0.395301307972771
Shivansh Trivedi,20,0,3,1,45.07,6.36,8.08,9.49,8.57,8.54,0.0,occasionally,0,8.208,2,0,2.179999999999999,0.2979710057928384,0.28536676116901677
Bhavesh Patil,21,0,4,2,54.96,4.01,6.49,7.0,8.87,6.88,0.0,rarely,0,6.65,1,0,2.87,0.5005252573761142,0.5030572993460904
Aanya Agarwal,20,1,0,0,54.83,5.5,7.94,7.14,6.12,5.29,2.0,rarely,0,6.398000000000001,1,1,-0.20999999999999996,0.681438905063481,0.6945009425464966
Prisha Yadav,18,0,1,2,99.95,6.7,7.11,6.05,6.88,8.14,2.0,occasionally,0,6.975999999999999,2,1,1.4400000000000004,0.3488759492151155,0.3591219442235207
Shivansh Nair,18,1,2,0,44.2,6.61,7.49,7.97,8.57,5.2,0.0,rarely,0,7.168000000000001,1,0,-1.4100000000000001,0.4867785214755228,0.4963020281125566
Anjali Verma,20,0,1,2,77.71,5.84,5.44,5.75,6.27,4.73,2.0,occasionally,0,5.606,2,1,-1.1099999999999994,0.6134856079478945,0.5862520331145098
Krupa Sinha,19,0,4,0,88.26,5.75,6.35,6.26,8.75,5.15,3.0,rarely,0,6.452,1,1,-0.5999999999999996,0.5994837470360477,0.6017865395339206
Vivek Wagh,18,0,1,2,72.58,7.34,7.01,8.02,5.2,5.79,1.0,never,0,6.672,0,1,-1.5499999999999998,0.553621274424468,0.5546407500610459
Parth D'Souza,20,0,1,1,87.45,7.66,6.59,8.26,5.57,7.07,1.0,regularly,0,7.029999999999999,3,1,-0.5899999999999999,0.2636041660413603,0.26864809997220046
Vihaan Bansal,20,1,4,1,74.66,9.79,7.42,7.52,3.5,6.54,1.0,regularly,0,6.954000000000001,3,1,-3.249999999999999,0.3303118528078758,0.3340501151866966
Vivaan Bose,21,1,0,1,85.28,7.36,5.17,5.84,3.68,5.36,0.0,never,1,5.482,0,0,-2.0,0.5642764954827865,0.5320700627654059
Aarav Mittal,20,1,4,1,64.22,6.4,6.64,7.21,6.68,8.37,3.0,rarely,1,7.06,1,1,1.9699999999999989,0.6347210132965154,0.6219748121114161
Deepak Wagh,20,1,2,2,72.58,6.77,6.34,8.38,6.3,6.1,0.0,never,1,6.7780000000000005,0,0,-0.6699999999999999,0.4658582705525707,0.46341140258659597
Palak Ansari,19,0,2,2,86.08,5.12,4.88,6.21,6.13,6.31,1.0,rarely,0,5.7299999999999995,1,1,1.1899999999999995,0.5459074946723895,0.5464275120117609
Krishna Mittal,20,0,0,0,98.24,6.74,7.59,6.73,7.09,7.01,1.0,regularly,0,7.032000000000001,3,1,0.2699999999999996,0.21478524476993713,0.22245865911938087
Laksh Mathew,20,0,2,2,68.08,6.73,8.75,6.3,4.24,5.8,0.0,regularly,0,6.364000000000001,3,0,-0.9300000000000006,0.35573430981180765,0.34353846095721335
Tanvi Bansal,21,0,4,2,68.43,7.54,5.69,8.81,6.67,6.43,1.0,regularly,0,7.0280000000000005,3,1,-1.1100000000000003,0.3494762433592459,0.34911439932309835
Kabir Nair,19,1,3,2,100.0,7.57,7.46,6.68,4.62,6.76,3.0,never,1,6.618,0,1,-0.8100000000000005,0.5867274964732718,0.5871163135334067
Arnav Thomas,20,1,2,2,61.36,7.51,8.51,9.23,5.62,7.24,2.0,rarely,0,7.622,1,1,-0.2699999999999996,0.505087492871507,0.5005316846878329
Anjali Menon,19,1,1,1,82.72,7.44,7.82,5.91,6.28,6.61,1.0,rarely,0,6.812,1,1,-0.8300000000000001,0.4311312543146142,0.430435724275827
Dev Solanki,22,1,3,0,72.58,6.09,5.19,8.63,8.3,7.89,0.0,occasionally,0,7.220000000000001,2,0,1.7999999999999998,0.29273343938529867,0.29277085737515934
Pooja Ansari,19,0,2,0,78.5,8.83,9.04,8.53,6.39,7.01,2.0,rarely,0,7.959999999999999,1,1,-1.8200000000000003,0.38733979650028527,0.3955336953817313
Tanish Mehta,18,1,4,0,70.36,6.86,7.68,5.88,7.42,7.34,0.0,regularly,0,7.035999999999999,3,0,0.47999999999999954,0.26478974697601837,0.26281616964914783
Komal Katpara,19,0,4,0,80.91,6.91,6.57,5.5,7.16,7.05,0.0,never,0,6.638,0,0,0.13999999999999968,0.4451631299336675,0.4474005615221079
Shruti Chitale,22,0,0,2,64.76,8.34,7.21,7.78,9.23,4.8,2.0,regularly,0,7.4719999999999995,3,1,-3.54,0.38772998769397,0.39185842231866697
Harsh Ghosh,19,0,3,0,72.58,8.1,9.75,7.18,6.59,7.86,0.0,occasionally,0,7.896000000000001,2,0,-0.23999999999999932,0.21157367109883823,0.2199964544992502
Divya Kapoor,22,0,4,1,72.58,6.4,7.45,6.85,6.1,7.14,2.0,regularly,0,6.788000000000001,3,1,0.7399999999999993,0.43464297505777816,0.4359599791337528
Mayank Qureshi,18,0,0,0,96.09,6.86,6.81,6.35,6.2,6.86,0.0,regularly,0,6.616,3,0,0.0,0.19937269261938342,0.20986132767499627
Divya Dalvi,21,1,0,2,90.98,6.37,6.86,7.67,6.65,6.11,1.0,never,0,6.731999999999999,0,1,-0.2599999999999998,0.4635771528048745,0.4686458831545426
Deepak Saxena,18,1,1,2,63.63,7.86,6.995,7.72,5.77,7.09,3.0,regularly,0,7.087000000000001,3,1,-0.7700000000000005,0.5140768976798631,0.5152551401947557
Bhavesh More,18,1,1,0,66.12,5.79,5.39,5.9,6.49,8.07,3.0,never,1,6.328,0,1,2.2800000000000002,0.7740792988564396,0.7674928354816866
Mansi Thomas,21,1,0,1,100.0,7.48,5.8,7.88,7.92,6.61,0.0,occasionally,0,7.138,2,0,-0.8700000000000001,0.17912777260857812,0.18037350419485906
Aniket Mittal,21,1,1,1,31.7,5.32,7.63,7.79,8.48,8.49,1.0,occasionally,0,7.542,2,1,3.17,0.5131614491100639,0.48707255739665756
Aanya Mishra,18,1,0,1,55.26,6.64,7.69,7.24,6.11,5.64,1.0,rarely,0,6.664,1,1,-1.0,0.5725305399645826,0.5751454694514389
Nikhil Chaudhary,22,1,3,0,92.41,7.45,6.65,7.67,6.2,6.64,1.0,rarely,0,6.922,1,1,-0.8100000000000005,0.37429840621904736,0.37531956272009714
Yash Nikam,20,1,4,1,74.48,8.01,5.22,7.31,6.65,8.56,0.0,occasionally,0,7.15,2,0,0.5500000000000007,0.29258336584926603,0.29330409309276817
Vaishnavi Joshi,20,0,1,1,78.9,7.64,7.39,7.0,7.99,8.8,3.0,never,1,7.764000000000001,0,1,1.160000000000001,0.544136626947204,0.5519728608115125
Hetal Pillai,21,0,1,2,91.35,7.87,7.56,8.18,5.89,6.45,0.0,rarely,0,7.19,1,0,-1.42,0.27185821052315634,0.26959320406200404
Payal Shaikh,20,1,4,2,87.77,7.63,8.31,6.82,8.79,8.23,1.0,rarely,0,7.956,1,1,0.6000000000000005,0.27104781342858,0.2830475427010691
Dev Iyer,20,0,3,2,92.79,5.24,6.03,7.49,7.34,8.51,0.0,regularly,0,6.922,3,0,3.2699999999999996,0.17749197106582215,0.18262060044172249
Sagar Patil,22,1,1,0,90.34,8.34,8.3,7.49,7.09,4.99,2.0,regularly,0,7.242,3,1,-3.3499999999999996,0.30017708677251853,0.3055653132396496
Ananya Lokhande,19,1,4,1,52.36,8.12,6.02,5.11,6.41,6.39,2.0,regularly,0,6.409999999999999,3,1,-1.7299999999999995,0.5710598193114628,0.5882559594528441
Rahul Lokhande,18,0,4,2,70.35,7.23,6.68,6.99,10.0,6.35,0.0,regularly,0,7.45,3,0,-0.8800000000000008,0.21513041390281232,0.21794837682489843
Pranav Gadkari,18,1,2,2,73.85,3.45,6.995,8.12,8.16,6.12,0.0,rarely,0,6.569,1,0,2.67,0.4252033496413242,0.4223274888803083
Aryan Thakur,20,1,3,1,80.26,6.88,7.06,5.91,9.98,7.19,0.0,occasionally,0,7.404000000000001,2,0,0.3100000000000005,0.2360656721793677,0.23523894576447163
Tanya Chaudhari,18,1,2,0,79.76,5.94,6.0,6.74,7.93,7.01,1.0,never,0,6.723999999999999,0,1,1.0699999999999994,0.5150523756640754,0.5096144899727617
Shaurya Thomas,18,0,0,1,72.58,7.51,7.61,8.11,5.12,5.48,0.0,rarely,0,6.766,1,0,-2.0299999999999994,0.4072695620854218,0.4105622871484838
Hitesh Bhosale,20,1,4,2,72.58,10.0,5.41,6.39,4.42,6.79,1.0,rarely,0,6.601999999999999,1,1,-3.21,0.5019959780292343,0.5030445981463084
Parth Sinha,21,1,3,0,71.98,8.24,6.82,7.33,8.81,6.78,1.0,rarely,0,7.596000000000001,1,1,-1.46,0.3853588258246539,0.3891696527651392
Ansh Gokhale,21,0,1,1,72.58,6.6,6.68,7.54,7.67,7.17,1.0,rarely,0,7.132000000000001,1,1,0.5700000000000003,0.43836479875138806,0.43897094516940066
Tejas Ansari,19,0,3,1,100.0,5.08,6.995,4.65,7.85,8.13,1.0,never,0,6.541000000000001,0,1,3.0500000000000007,0.4458984902602273,0.4481509019652259
Akash Patankar,18,0,2,2,66.67,6.11,6.995,6.36,8.3,7.01,1.0,regularly,0,6.955,3,1,0.8999999999999995,0.36616442056607723,0.36928917238934716
Dev Sethi,19,1,1,1,91.7,7.51,6.99,5.93,6.45,7.01,0.0,rarely,0,6.7780000000000005,1,0,-0.5,0.31974667587117667,0.32951957181426356
Sai Solanki,21,1,0,1,72.59,8.27,7.62,7.0,7.17,5.73,0.0,never,0,7.158000000000001,0,0,-2.539999999999999,0.42019089353783334,0.41787698485462094
Komal Singh,18,0,2,0,86.13,8.08,7.32,7.5,5.26,8.63,0.0,never,0,7.358,0,0,0.5500000000000007,0.3352192574361437,0.33214116747655426
Myra Sheikh,20,0,4,0,73.91,7.52,7.49,7.09,8.23,6.17,0.0,never,0,7.3,0,0,-1.3499999999999996,0.3971996278176307,0.3958123282449782
Pooja Desai,18,0,2,1,75.63,7.37,6.59,5.99,5.91,9.56,0.0,rarely,0,7.0840000000000005,1,0,2.1900000000000004,0.35535912597172603,0.35240169442468705
Khushi Gadkari,20,0,1,0,100.0,5.16,6.995,5.65,8.39,4.43,2.0,regularly,0,6.125,3,1,-0.7300000000000004,0.39079148782903617,0.3913040070370409
Vivek Verma,19,0,3,0,81.66,5.34,7.53,6.44,9.07,5.29,2.0,never,0,6.734,0,1,-0.04999999999999982,0.5803343638382807,0.5785263444957426
Chirag Mathew,18,0,3,1,94.32,6.7,6.95,8.09,7.63,6.86,0.0,never,0,7.246,0,0,0.16000000000000014,0.311792778461446,0.30808361725379924
Rohan Yadav,18,0,0,2,93.4,8.92,6.59,6.9,4.48,8.33,3.0,occasionally,0,7.044,2,1,-0.5899999999999999,0.4452381667016838,0.43927489503215383
Shruti Nair,20,1,4,0,81.45,5.94,6.81,6.6,6.38,6.56,0.0,never,0,6.458,0,0,0.6199999999999992,0.46434252783864083,0.461972334143219
Aditi Mhatre,21,1,2,2,65.68,6.2,7.02,7.65,5.83,5.98,1.0,rarely,0,6.535999999999999,1,1,-0.21999999999999975,0.5409850826905185,0.5403081397503305
Yash Dubey,19,1,1,0,88.39,5.15,4.57,8.94,5.98,8.16,2.0,occasionally,0,6.56,2,1,3.01,0.4508659243029084,0.4569476164277694
Amit Lokhande,19,0,1,2,41.98,7.54,6.995,6.37,7.55,7.01,1.0,never,1,7.093000000000001,0,1,-0.5300000000000002,0.6408440135666476,0.6287819757902355
Neha Arora,20,1,0,2,100.0,8.13,7.72,9.56,6.05,6.98,2.0,rarely,0,7.688000000000001,1,1,-1.1500000000000004,0.32319836719992784,0.3417162182028636
Bhavesh Varghese,20,0,1,1,58.14,7.8,7.26,7.1,7.94,9.17,2.0,occasionally,0,7.853999999999999,2,1,1.37,0.4317015337515383,0.45091958936583676
Palak Mukherjee,18,0,4,0,83.02,6.86,7.18,6.1,6.2,7.74,1.0,never,0,6.816,0,1,0.8799999999999999,0.48932977158807817,0.49127900893080617
Harsh Naidu,20,1,2,2,85.77,5.47,6.995,8.65,6.72,7.38,0.0,occasionally,0,7.043000000000001,2,0,1.9100000000000001,0.25459975387940076,0.2510627615378915
Simran Sawant,22,0,0,1,81.69,5.5,6.6,7.82,8.17,5.68,1.0,regularly,0,6.7540000000000004,3,1,0.17999999999999972,0.3226731098238136,0.32125644815161614
Vidhi Desai,21,1,2,2,62.62,6.82,6.63,7.2,5.73,8.17,1.0,never,1,6.909999999999999,0,1,1.3499999999999996,0.569889245730408,0.563343903004722
Ritika Gokhale,19,1,2,1,71.02,6.7,4.63,6.81,7.18,7.68,0.0,occasionally,0,6.6,2,0,0.9799999999999995,0.37419335474382454,0.3683693686797446
Mehul Chopra,22,0,3,2,83.22,7.08,6.19,5.66,6.68,6.08,0.0,occasionally,0,6.337999999999999,2,0,-1.0,0.3507218537083171,0.34611538852123447
Jinal Banerjee,22,0,3,1,43.32,5.37,7.83,7.71,7.36,9.9,2.0,never,1,7.634,0,1,4.53,0.6448959990395293,0.6284909487593355
Rahul Chopra,21,1,2,0,71.23,5.65,7.48,7.69,8.18,7.48,0.0,rarely,0,7.296000000000001,1,0,1.83,0.3497163610168981,0.346034251372486
Kunal Varghese,22,1,1,2,96.38,7.1,8.04,8.38,8.01,6.56,0.0,never,0,7.618,0,0,-0.54,0.25785634961130943,0.26283693402332536
Atharva Chitale,21,0,2,1,86.5,8.69,9.15,8.2,7.88,7.98,0.0,occasionally,0,8.38,2,0,-0.7099999999999991,0.0907944892997567,0.11513593212455636
Hetal Sharma,18,1,4,2,63.28,6.53,6.995,8.05,6.15,7.18,3.0,rarely,1,6.981,1,1,0.6499999999999995,0.6484377344899,0.635925209353027
Varun Shirke,21,0,4,1,49.09,7.88,6.1,6.27,8.61,7.47,1.0,occasionally,0,7.266,2,1,-0.41000000000000014,0.46800432211783766,0.45848626424503597
Diya Gadkari,20,1,4,0,85.46,4.06,8.77,7.05,9.26,6.77,0.0,occasionally,0,7.1819999999999995,2,0,2.71,0.2393072605576733,0.2419501953553627
Varun Deshmukh,22,0,4,0,81.1,6.5,5.41,6.95,4.88,8.81,2.0,rarely,0,6.51,1,1,2.3100000000000005,0.549719362487619,0.5548465730635402
Hetal George,20,0,3,1,64.55,7.04,6.995,6.2,5.33,8.74,0.0,rarely,0,6.861,1,0,1.7000000000000002,0.4320166881772068,0.4544278679646744
Ishaan Gawande,18,1,3,1,72.58,7.91,6.995,7.0,7.64,4.39,1.0,occasionally,0,6.787000000000001,2,1,-3.5200000000000005,0.4197556802833387,0.4178358436724035
Darshan Menon,21,1,1,2,75.76,4.16,7.81,7.09,9.39,7.01,0.0,regularly,0,7.0920000000000005,3,0,2.8499999999999996,0.23375453972446483,0.23147515543917038
Arnav Naik,19,1,1,1,94.83,4.01,6.7,5.89,7.22,8.22,0.0,never,0,6.4079999999999995,0,0,4.210000000000001,0.4101059519164391,0.4112311321184274
Dhruv Patel,18,0,0,0,72.68,7.12,7.87,6.94,6.73,6.25,2.0,regularly,0,6.981999999999999,3,1,-0.8700000000000001,0.41090134165741216,0.4112422090686255
Mehul Banerjee,20,1,4,0,88.02,9.68,6.78,8.44,5.99,6.22,0.0,never,0,7.422,0,0,-3.46,0.31902632289822014,0.31853519536937835
Kabir Chowdhury,21,1,2,2,80.58,7.21,6.33,7.0,6.96,6.38,0.0,regularly,0,6.776000000000001,3,0,-0.8300000000000001,0.24999249632319823,0.24911024546847188
Arnav Shinde,19,1,4,0,55.64,8.46,7.73,9.36,8.63,7.89,1.0,never,1,8.414,0,1,-0.5700000000000012,0.42074616562115436,0.46430482713879145
Yash Kamble,19,0,2,1,87.24,6.91,4.0,8.4,5.84,7.31,1.0,occasionally,0,6.492,2,1,0.39999999999999947,0.38917069363988355,0.38618286507780053
Aditi Fernandes,18,1,0,1,83.97,6.72,8.36,8.83,8.8,8.38,2.0,never,0,8.218,0,1,1.660000000000001,0.39176696581324844,0.4302704593677213
Sagar Rawat,22,1,0,0,76.69,7.82,8.24,9.22,6.16,8.06,2.0,regularly,0,7.9,3,1,0.2400000000000002,0.282633490410301,0.3283416179295904
Divya Sharma,19,0,3,0,68.74,7.68,6.81,7.49,7.42,6.39,2.0,rarely,0,7.1579999999999995,1,1,-1.29,0.527568508569199,0.5205132853982711
Sumit Arora,19,1,1,0,82.85,5.57,7.81,5.93,6.2,7.01,4.0,regularly,0,6.504,3,1,1.4399999999999995,0.5725755620253925,0.5483318992084795
Raj Khan,21,1,1,0,88.17,6.39,6.95,5.2,6.33,5.95,1.0,rarely,0,6.164,1,1,-0.4399999999999995,0.4843923522526038,0.5107414940265554
Anjali Reddy,18,0,3,0,79.45,7.17,5.51,5.95,9.54,6.55,1.0,never,0,6.944,0,1,-0.6200000000000001,0.4900351172074316,0.49556407468773717
Isha Wagh,19,0,2,0,84.02,7.39,6.1,9.06,9.21,7.14,1.0,never,0,7.779999999999999,0,1,-0.25,0.36909085451871415,0.3578118226299056
Kunal Singh,20,0,2,0,54.64,7.35,6.46,5.93,8.92,5.72,2.0,never,1,6.8759999999999994,0,1,-1.63,0.6849356184530421,0.6782170896182544
Bhavesh Deshmukh,18,0,3,1,94.02,6.67,7.96,5.87,6.78,7.78,0.0,regularly,0,7.0120000000000005,3,0,1.1100000000000003,0.16114896299186587,0.16917162245379808
Neha Nair,19,1,1,2,72.58,8.43,7.43,6.35,6.26,6.09,0.0,never,0,6.912000000000001,0,0,-2.34,0.4497703874898699,0.4546460138862896
Shaurya Deshmukh,19,1,4,0,67.1,6.84,8.71,7.0,6.53,8.47,0.0,regularly,0,7.510000000000001,3,0,1.6300000000000008,0.22255905393642872,0.22164620549929567
Bhavesh Chitale,21,1,0,0,77.15,7.21,6.995,7.0,5.4,7.02,0.0,occasionally,0,6.725,2,0,-0.1900000000000004,0.3315874778641534,0.3368972905566443
Vaishnavi Shah,21,0,2,0,69.97,8.99,5.47,6.36,7.26,6.62,1.0,regularly,0,6.9399999999999995,3,1,-2.37,0.35310802293123633,0.3506515373706081
Monika Dubey,18,1,0,0,80.25,7.32,6.62,5.8,7.56,8.63,0.0,occasionally,0,7.186,2,0,1.3100000000000005,0.2622835189242728,0.26316301861518765
Deepak Chavan,21,0,2,0,80.87,5.68,6.995,9.48,7.83,7.01,3.0,regularly,0,7.398999999999999,3,1,1.33,0.39900051025002253,0.4056310305436837
Tanvi Shah,18,0,2,2,72.58,7.55,8.0,5.27,4.66,5.86,1.0,regularly,0,6.268,3,1,-1.6899999999999995,0.42203679803103517,0.4188069302456943
Harsh Sethi,22,0,4,2,61.59,6.69,7.82,7.96,6.27,8.69,1.0,occasionally,0,7.486,2,1,1.9999999999999991,0.3853138037638442,0.380715543917541
Darshan Lokhande,18,1,2,0,70.35,7.62,6.84,8.09,6.48,5.12,1.0,never,0,6.83,0,1,-2.5,0.544691899030525,0.5467026809179798
Dhruv Pandey,20,0,4,0,74.06,7.59,4.82,6.88,5.56,7.03,1.0,regularly,0,6.3759999999999994,3,1,-0.5599999999999996,0.4024071795179638,0.40610303081166504
Meera Patel,21,1,3,0,65.16,7.41,5.98,5.6,5.63,7.01,3.0,rarely,0,6.3260000000000005,1,1,-0.40000000000000036,0.7186121199387699,0.7196464225692049
Dhruv Kulkarni,18,1,0,0,81.56,6.19,7.38,5.26,7.66,7.37,1.0,never,0,6.772,0,1,1.1799999999999997,0.5011855809346579,0.49710552582812567
Shreya Inamdar,19,0,2,2,82.66,6.65,8.8,9.6,6.46,7.4,0.0,occasionally,0,7.782000000000001,2,0,0.75,0.17987814028874133,0.1864443252534095
Rekha Yadav,20,1,4,1,66.41,5.32,7.04,5.39,9.18,8.4,1.0,never,0,7.066,0,1,3.08,0.5340967073866194,0.5301571045538435
Yamini Thakur,22,1,3,1,72.58,7.97,7.04,6.42,7.62,5.44,1.0,occasionally,0,6.898000000000001,2,1,-2.5299999999999994,0.40642915028363885,0.403481370423177
Rohan Mathew,18,1,0,0,72.58,8.14,6.995,7.16,8.32,6.42,1.0,never,0,7.407000000000001,0,1,-1.7200000000000006,0.4653780352372661,0.46409613473649375
Neha Pillai,21,1,0,0,100.0,8.22,4.12,8.64,5.9,7.79,0.0,occasionally,0,6.934,2,0,-0.4300000000000006,0.20361977368910755,0.2081888412207808
Shruti Ghosh,22,1,4,0,67.22,6.15,8.01,8.36,8.17,5.73,2.0,never,0,7.284000000000001,0,1,-0.41999999999999993,0.5793138637932587,0.5675194200080382
Saanvi Gokhale,21,1,0,2,72.58,5.16,9.91,6.34,4.08,7.97,1.0,never,1,6.692,0,1,2.8099999999999996,0.5512200978479455,0.550665021631709
Rohan Kapoor,18,1,4,2,72.58,9.18,7.09,5.35,7.9,7.54,0.0,regularly,0,7.411999999999999,3,0,-1.6399999999999997,0.20965272983762046,0.216153496921833
Karan Thakur,19,0,2,0,54.04,7.55,9.37,7.0,6.51,6.68,1.0,rarely,0,7.422,1,1,-0.8700000000000001,0.48701863913317534,0.49309373203364565
Komal Saxena,22,1,3,0,72.58,6.28,7.4,8.47,6.9,5.26,4.0,rarely,0,6.861999999999999,1,1,-1.0200000000000005,0.695890986583426,0.6761239593811911
Ananya Lad,21,0,3,1,63.75,4.24,5.93,6.64,10.0,7.75,2.0,regularly,0,6.912000000000001,3,1,3.51,0.4595101599783893,0.46106473976988277
Akash Qureshi,20,1,3,2,51.99,7.55,8.4,6.87,7.14,5.95,0.0,regularly,0,7.182,3,0,-1.5999999999999996,0.32996668367500065,0.3478771776797013
Bhakti Thakur,20,1,0,1,59.85,7.49,6.2,7.38,6.0,7.89,2.0,never,1,6.992,0,1,0.39999999999999947,0.6475523006273074,0.643900911800807
Shruti Tiwari,21,1,2,1,63.42,8.84,7.46,4.23,6.27,6.82,0.0,occasionally,0,6.724000000000001,2,0,-2.0199999999999996,0.39352282618483037,0.3925636454314355
Shaurya Banerjee,22,0,2,2,53.01,7.37,4.19,7.0,7.45,7.1,0.0,regularly,0,6.622,3,0,-0.27000000000000046,0.39260737761503134,0.39906382443919886
Rohan Bansal,22,1,2,2,67.66,7.49,8.37,5.3,6.47,7.17,0.0,never,0,6.959999999999999,0,0,-0.3200000000000003,0.4661584176246361,0.4676534275914617
Shaurya Pillai,18,0,1,2,77.01,5.7,5.96,9.55,5.89,7.63,1.0,never,0,6.946000000000001,0,1,1.9299999999999997,0.5007803823873697,0.5034104135933939
Meera Menon,21,1,4,2,55.66,6.24,5.11,8.2,8.37,4.97,0.0,never,1,6.578,0,0,-1.2700000000000005,0.5660473632079719,0.5630791944165354
Vivek Chavan,19,0,0,0,68.4,7.63,8.3,4.78,6.96,7.64,4.0,occasionally,0,7.062,2,1,0.009999999999999787,0.6306690278236335,0.6052322603878312
Shaurya Sethi,22,0,1,1,72.58,7.24,8.86,6.99,6.58,5.6,0.0,regularly,0,7.054,3,0,-1.6400000000000006,0.252633790557373,0.25607731639749143
Divya Gadkari,21,0,1,0,89.17,6.87,6.39,8.91,4.47,8.82,1.0,never,0,7.0920000000000005,0,1,1.9500000000000002,0.42850496743404254,0.4250104870693252
Arjun Sethi,20,0,4,2,72.58,5.78,6.16,5.62,7.02,5.24,1.0,occasionally,0,5.964,2,1,-0.54,0.5185640964072394,0.5126476372926868
Akash Inamdar,20,0,4,1,51.41,9.03,7.16,6.44,6.54,4.95,3.0,never,1,6.824,0,1,-4.079999999999999,0.7807575712098929,0.7480380487629423
Riya Naik,18,0,4,2,62.78,6.85,5.03,7.44,4.26,5.13,2.0,rarely,1,5.741999999999999,1,1,-1.7199999999999998,0.7244049584296306,0.7095956835836736
Sai Agarwal,18,1,3,0,90.43,6.56,7.53,5.13,6.4,7.45,0.0,occasionally,0,6.614,2,0,0.8900000000000006,0.2851247111084431,0.2755162539376396
Darshan Salunkhe,19,0,1,0,31.84,7.8,7.19,6.16,6.21,7.21,0.0,never,1,6.914,0,0,-0.5899999999999999,0.6329501455713299,0.5683036414746551
Aanya Mathew,20,0,1,0,62.28,8.29,7.38,7.0,7.94,8.09,0.0,rarely,0,7.74,1,0,-0.1999999999999993,0.336704985442867,0.3361589880934813
Kiara Malhotra,21,0,1,0,69.28,7.68,6.08,8.75,6.23,7.61,0.0,occasionally,0,7.2700000000000005,2,0,-0.0699999999999994,0.3015877780112254,0.29835669046833807
Harsh Arora,21,0,3,0,70.7,6.94,9.08,7.0,6.94,4.82,0.0,occasionally,0,6.956,2,0,-2.12,0.33289311762763746,0.33137225123683794
Ishita Nikam,21,1,0,0,59.87,7.2,5.49,7.35,7.06,8.36,2.0,occasionally,0,7.091999999999999,2,1,1.1599999999999993,0.5153975447969507,0.506129385303705
Shaurya Lad,19,1,0,0,72.58,7.84,5.96,5.91,7.43,5.52,2.0,never,0,6.531999999999999,0,1,-2.3200000000000003,0.6454662784764535,0.6424541754873467
Divya Naidu,18,1,1,0,78.72,5.6,7.29,6.43,6.34,6.22,1.0,occasionally,0,6.3759999999999994,2,1,0.6200000000000001,0.44145631359366094,0.4403504712033974
Shivansh D'Souza,22,1,2,1,74.3,8.74,6.7,5.43,6.39,6.75,3.0,rarely,0,6.802000000000001,1,1,-1.9900000000000002,0.6203139538373802,0.6236938688317097
Om Mathew,19,0,3,1,74.19,5.32,5.93,6.4,8.56,9.27,2.0,never,0,7.096000000000001,0,1,3.9499999999999993,0.5705045472281417,0.5724434728568082
Prisha Naik,19,0,4,2,93.77,7.88,6.07,5.75,6.7,6.96,1.0,rarely,0,6.672,1,1,-0.9199999999999999,0.39819011315544617,0.39942552363974326
Isha Mathew,20,0,4,1,52.21,5.68,7.05,7.05,6.35,7.74,2.0,occasionally,0,6.774000000000001,2,1,2.0600000000000005,0.5880631509439624,0.5811739188596816
Aanya Bansal,19,0,3,1,74.45,6.49,8.47,7.35,7.4,5.83,1.0,never,0,7.108,0,1,-0.6600000000000001,0.4928564996848456,0.49186224460810213
Mansi Joshi,18,1,4,0,64.71,5.64,8.72,7.98,7.77,8.09,3.0,never,1,7.640000000000001,0,1,2.45,0.6229102260107453,0.6148893320953848
